id	output
537651335752323073	-3
538332513408937986	-2
538050779824025600	-2
538017499724279809	-3
537958766910926848	-1
539574626788343809	-2
539200238150778880	-3
538288019661676544	-3
538011277252370432	-2
537245006785159168	-2
538334589773967360	-2
539436191566020608	-3
538000380962308096	-2
538049143240142848	-2
537953689995317248	-3
537660039524122624	-3
539385293665624064	-2
539576635381792768	-2
537241812206108672	-2
539438819750457344	-3
539578311866060800	-3
538009987784925185	-2
539433150729183232	-4
539580098203381762	-3
539368955744649216	-2
538005564413210624	-3
539443693732634624	-2
539455565756264448	-3
539725954340622336	-3
537600076710166528	-2
537601639239393280	-3
539210383324905472	-3
539579260978339840	-2
537957199021355008	-3
539434379085619200	-2
538335405914214400	-2
539488684270444545	-2
538048511728951296	-3
539367503345250306	-3
539434545985384448	-3
539487901772685312	-3
537247749042094081	-3
538008054873460737	-2
538048849571762177	-2
539372025060802560	-3
538007522918273024	-2
538053363100049409	-2
539201777137356800	-3
539371298699620352	-2
538331642289750016	-2
539493019758886912	-3
539724842065731584	-2
539367168195174400	-3
539433484130189314	-2
539577726349623297	-2
539492824006549504	-2
539486225191960576	-2
538336749328826368	-2
539439742258282497	-2
538054108209774593	-3
538050982626983936	-2
539370992338890752	-3
538335880621326336	-3
537596499514105856	-2
537655732926439424	-3
537594711524257792	-2
539489465618956289	-2
538046502950936576	-2
539580293938954240	-2
539372080861827072	-3
539725092599918592	-2
539206671021932544	-2
539577164866519042	-2
539576858132885505	-3
537244055982600193	-2
537240331134455808	-2
537654164533559296	-3
539208761647562753	-2
539492628140920833	-3
538289561118707712	-3
539368816242094080	-2
539373895246413824	-3
539578842193879040	-3
539487148312129536	-3
537593595432562688	-2
539439770276225024	-3
537600773648310272	-2
539574934520225792	-2
537957646465519616	-3
538001052407455744	-3
537241898294198273	-2
538289505330266112	-3
539581301406564352	-2
539370294931378176	-2
539490498973822976	-2
537657663585533952	-2
539206028119003136	-2
539372555447308288	-2
538291858401939456	-2
539204770696036352	-2
537956027350925313	-3
539367559385325568	-2
539438931780317184	-2
539724676352995328	-3
537957254537175040	-2
538010689156435969	-2
539372360374431744	-2
539725148392546304	-3
538289729712971777	2
539577669663608834	-2
537656459983867904	-3
539487511362695168	-3
539205553990684673	-2
539368479699517440	-2
539204491321802752	-3
539433539687956480	-2
539724924693520384	-2
538138292940984320	-3
537245623884722176	-2
539433847872831490	-2
539490359278329856	-2
539574290581311488	-3
539579623982772224	-3
539492768146784258	-3
539368368734994432	-3
539487789633781760	-3
539436275825393664	-3
539576441370062848	-2
539578395542446080	-3
537244111842340864	-3
537952796960899072	-4
537242571098308608	-3
539372220662161408	-3
539437785477050368	-3
538051376690257920	-3
539435353393094656	-2
539370601740521472	-2
539578172334166016	-2
539366776908578816	-2
539576329528934400	-2
539580964406837248	-3
539369011637919744	-3
538334561839890433	-3
539435325421260800	-2
539578591512915970	-3
538001080538636288	-3
538289476540592128	-2
537958206770020352	-2
538052980751478784	-3
537598064513810432	-2
539574121840254976	-3
539440889131982849	-3
537245848711999488	-4
539372972424052737	-2
538288103472246785	-2
538287627594911744	-3
539434712692178944	-2
539488628368740352	-2
538010072509861889	-3
539434990879395840	-2
539374174733873153	-3
539205833490714625	-3
538338326471000065	-3
539579596061286402	-2
539485889232375808	-2
537596108873404416	-3
539486672539643904	-3
537655340998098944	-3
539575465640738817	-3
539360612388990977	-3
539443554276212736	-2
537953745997672448	-2
537598930817912833	-3
539574011706236928	-3
538007410779385856	-3
539725203610550272	-3
539484885199892481	-3
539490079686029312	-2
538131774577340416	-3
539575130222235648	-2
539726539332796416	-2
539492404282523648	-2
539437031345373184	-2
539725481965522944	-3
539490303330516993	-2
537246351831355392	-2
539370015745904640	-3
538048399195791360	-2
539575102317535234	-2
537952209842221056	-2
539200348976840704	-2
537652034678579200	-2
539369820211654656	-2
539440692670779392	-3
539210327389659137	-2
539436107772211200	-2
537244643298390016	-2
539439155546456065	-2
537241532035006464	-2
537951733771935744	-2
539436444092493824	-2
539437981040652288	-3
539201217025822720	-3
538334981433851905	-2
539580376998744065	-3
539210243696496640	-3
539437423563128833	-2
539576691182817280	-2
539437311512293376	-2
539208146737459200	-2
539373586604359680	-2
538048623687499776	-3
538290317725011968	-3
537241982268362753	-2
537267514418286592	-3
538289224404197376	-3
539434601207582720	-3
539437395696177152	-3
539576746518261761	-2
539210523326550019	-2
539578814259793920	-2
537598483805794304	-3
539205385585164288	-2
539486084917637120	-3
538000772341198849	-2
538006208222101504	-2
539372388199456768	-2
539438763613880320	-2
538164694570127360	-3
537242459198484480	-3
537601360263667712	-2
539437869245677568	-2
539437925193515008	-2
538133968303169536	-2
537597087215808512	-2
538049255035121665	-3
539492544481341440	-2
539208398626357248	-2
537951761685024768	-2
538136948918222848	-3
537594124585959424	-2
538292505838903296	-2
539725120504623105	-2
539368732058198016	-2
539437115088846848	-3
538006656635113473	-2
537597115422474241	-3
537655704942047233	-3
538289419808415744	-2
539372108783300608	-2
539578005165973504	-2
537600522602438656	-2
537242543088738304	-2
538138264998539265	-2
539437367682433024	-2
539578423484903424	-3
538334477987373056	-3
538286866395852800	-3
538287145551921152	-2
539492796030517248	-3
538047750970277888	-2
539485329682882562	-3
539204154762477568	-3
538336636829200384	-3
538052162098835456	-3
539373558666125312	-3
539576663303262208	-3
537241588087672832	-2
539433875903356929	-2
539582695643152386	-2
539485413665431552	-3
539437645823496192	-2
539370573848383488	-2
539372778412335104	-2
538139385875955712	-2
538045667936325632	-2
537242795237720064	-2
539581217621164032	-2
538000271633551360	-3
539204407632887809	-2
538291298445570048	4
539206531452260352	-2
538291270591201280	-3
538133409374420992	-3
539574990484828160	-2
537652762801348608	-2
537654388119318529	-2
539366804888780800	-2
538048254853017600	-2
538053627890659328	-3
537595130870771712	-2
539373951060021248	-2
539487344253239297	-2
539581189699698688	-2
539437227546542080	-3
539202560687874048	-3
537659234880847872	-2
538045903937224704	-3
539580657492840448	-3
539368034172141568	-2
539198892655779840	-3
538048821562204160	-2
539367335900217344	-3
539726316896260096	-2
539488767976153088	-2
538134444633489408	-2
538337676563599362	-2
538139105709002753	-2
539372944565481473	-2
539199619964866562	-3
539437897230069761	0
